Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Year,Month,DayOfWeek,Cluster,Anomaly,Cluster_DBSCAN
,14 Raby` al-awal 1427 A.H,Holiday,Eid Milad un-Nabi,7.00 pm,Karachi ,24.9918,66.9911,Sindh,Nishter Park ,Park/Ground,Medium,Open,Eid Miladun Nabi,Religious,Sunni,47.0,57.0,0.0,100,1.0,5 kg,1. Liaquat National Hospital 2. Civil Hospital KHI 3. JPMC 4. Abbasi Shaheed Hospital,28.415,83.147,,,,0,-1,-1
,6 Jumaada al-awal 1427 A.H,Working Day,No Info,10.30 am,Bannu,32.9861,70.6042,KPK,Bakkahel Area of FR Bannu,Mobile,High,Open,Army convoy ,Military,None,6.0,7.0,7.0,8,1.0,0 Kg,1. Combined Military 2. Hospital Peshawar,26.125,79.025,,,,2,1,-1
,30 Jumaada al-awal 1427 A.H,Working Day,No Info,3:30:00 PM,North Waziristan,32.9746,70.1456,FATA,"Aisha Checkpoint-10km East of 
Miranshah",Military,High,Open,None,Military,None,6.0,7.0,0.0,26,1.0,0 Kg,Unknown,28.61,83.498,,,,2,1,-1
,12 Rajab 1427 A.H,Holiday,Weekend,8.00 am,Lasbela,25.8377,66.5224,Baluchistan,"Zehri Street-Main Market
Hub",Market,Low,Open,None,Civilian,None,0.0,1.0,0.0,0,1.0,0 Kg,Unknown,27.5,81.5,,,,2,-1,-1
,17 SHawwal 1427 A.H,Working Day,No Info,8.30am,Malakand ,34.503,71.9046,KPK,Dargai Military Base-100km north of Peshawar,Military,High,Open,Recruits parade,Military,None,40.0,42.0,20.0,39,1.0,0 Kg,"1. CMH Mardan
2. CMH Peshawar",19.205,66.569,,,,0,1,-1
,26 SHawwal 1427 A.H.,Working Day,No Info,7.30 am/7:15AM,Peshawar,34.0043,71.5448,KPK,"Fayaz Khalil Shaheed
Chowk",Mobile,High,Open,police van,Police,None,0.0,1.0,0.0,2,1.0,0 Kg,Unknown,17.275,63.095,,,,2,1,5
,12 Thw al-Qi`dah 1427 A.H.,Holiday,Weekend,Unknown,Bannu,32.9861,70.6042,KPK,Speen Tangi-kohat bannu road,Police,High,Open,None,Police,None,0.0,1.0,0.0,1,1.0,0 Kg,Unknown,4.705,40.469,,,,2,1,2
,3 MuHarram 1428 A.H,Working Day,No Info,10:30:00 AM,North Waziristan,32.9746,70.1456,FATA,"Miltary convoy near Mir ali north
Wazirstan ",Mobile,High,Open,Military convoy,Military,None,4.0,5.0,23.0,25,1.0,0 Kg,Unknown,2.325,36.185,,,,4,1,-1
,7 MuHarram 1428 A.H,Working Day,No Info,2:37:00 PM,Islamabad,33.718,73.0718,Capital,Islamabad Marriott Hotal ,Hotel,Medium,Closed,Indian High Commission Function,Foreigner,None,1.0,2.0,5.0,7,1.0,0 Kg,1.poly Clinic Hospital ,16.3,61.34,,,,2,1,-1
,8 MuHarram 1428 A.H,Working Day,No Info,8:40:00 PM,Peshawar ,34.0043,71.5448,KPK,near Mosque in QissaKhawani Bazaar,Religious,Medium,Closed,Muharram procession about to start,Civilian,shiite,13.0,15.0,30.0,60,1.0,0 Kg,1.Lady Reading hospital ,15.165,59.297,,,,4,1,-1
,10 MuHarram 1428 A.H,Holiday,Ashura,Unknown,D.I Khan ,31.8238,70.9095,KPK,Checkpost Dera Ismial Khan ,Police,High,Open,Muharram procession,Civilian,shiite,2.0,3.0,0.0,7,1.0,0 Kg,"1.DIK Headquarters 
Hospital ",17.745,63.941,,,,2,1,-1
,15 MuHarram 1428 A.H.,Working Day,No Info,6:17:00 AM,Lakki Marwat,32.6018,70.9148,KPK,"Ghazanikhel Market 
Laik marwat",Market,Low,Open,None,Civilian,None,0.0,1.0,0.0,0,1.0,0 Kg,Unknown,17.52,63.536,,,,2,1,2
,15 MuHarram 1428 A.H.,Working Day,No Info,12:15:00 PM,Tank,31.8238,70.9095,KPK,Military Convoy Barakhel area-tank,Mobile,High,Open,Military convoy,Military,None,0.0,2.0,7.0,8,1.0,0 Kg,1.CMH  Dera,19.935,67.883,,,,2,1,-1
,18 MuHarram 1428 A.H.,Working Day,No Info,8:50:00 PM/9:10 PM,Islamabad ,33.718,73.0718,Capital,Islamabad Airport ,Airport,High,Open,None,Civilian,None,0.0,1.0,3.0,10,1.0,0 Kg,Unknown,16.635,61.943,,,,2,1,1
,29 MuHarram 1428 A.H,Working Day,No Info,11:05:00 AM,Quetta ,30.2095,67.0182,Baluchistan,"Quetta District court senior civil
 judge District Court",Government,High,Closed,None,Civilian,None,16.0,17.0,30.0,35,1.0,0 Kg,"1.Quttea Civil hospital 
2.Bolan medical hospital ",8.72,47.696,,,,4,1,-1
,10 Raby` al-awal 1428 A.H,Working Day,No Info,11:45 AM,Gujrat,32.5737,74.0786,Punjab,"Army training area guliana 
near Kharian Contonment",Military,High,Open,None,Military,None,1.0,2.0,6.0,8,1.0,0 Kg,"1.Combined Military
 Hospital ",25.595,78.071,,,,2,1,-1
,11 Raby` al-THaany 1428 A.H.,Working Day,No Info,6:55 PM,Charsadda,34.1509,71.7359,KPK,"Federal Interior Minister Speech 
rallyy hometown Charsadda",Park/Ground,Low,Open,Rally Charsadda ,Government Official,None,25.0,35.0,29.0,60,1.0,0 Kg,"1.District Headquarters Hospital
 2.Lady Reading Hospital ",28.055,82.499,,,,4,1,-1
2007-05-15,28 Raby` al-THaany 1428 A.H,Working Day,No Info,12:55:00 PM,Peshawar ,34.0043,71.5448,KPK,Peshawar Hotel ,Hotel,Medium,Closed,None,Foreigner,Sunni,22.0,26.0,12.0,35,1.0,0 Kg,1.Lady Reading Hospital ,31.1,87.98,2007.0,5.0,Tuesday,2,1,-1
2007-05-28,11 Jumaada al-awal 1428 A.H,Working Day,No Info,About 12pm,Tank ,32.226,70.3761,KPK,Boltonabad aera,Mobile,High,Open,rammed the vehicle into FC vehicle,Military,None,0.0,3.0,0.0,2,1.0,0 Kg,Unknown,24.935,76.883,2007.0,5.0,Monday,2,1,-1
,19 Jumaada al-THaany 1428 A.H,Working Day,No Info,10:25am,North Waziristan,32.9746,70.1456,FATA,Miltary convoy in bannu Gurbaz area,Mobile,High,Open,Military convoy,Military,None,8.0,10.0,9.0,12,1.0,0 Kg,1.CMH Peshawar,26.975,80.555,,,,2,1,-1
,27 Jumaada al-THaany 1428 A.H,Working Day,No Info,Unknown,Swat ,35.2227,72.4258,KPK,Security Force convoy in mingora,Mobile,High,Open,Military convoy,Military,None,6.0,7.0,4.0,8,1.0,0 Kg,"1.Agency Headquarters 
hospital ",31.74,89.132,,,,2,1,-1
,27 Jumaada al-THaany 1428 A.H,Working Day,No Info,4:30:00 PM,North Waziristan,32.9746,70.1456,FATA,Political Agent Office in Miranshah,Government,High,Closed,None,Government official,None,2.0,4.0,0.0,3,1.0,0 Kg,Unknown,31.39,88.502,,,,2,1,-1
,29 Jumaada al-THaany 1428 A.H,Working Day,No Info,2:00:00 PM,North Waziristan,32.9746,70.1456,FATA,Razmak towns Daznaray area-20kms to the north of Miramshah,Mobile,High,Open,Frontier Constabulary convoy,Military,None,23.0,24.0,26.0,29,1.0,0 Kg,1.CMH Bannu hospital,26.02,78.836,,,,4,1,-1
,1 Rajab 1428 A.H,Holiday,Weekend,3:30 PM-4:00:00 PM/4:15PM,D.I Khan,31.8238,70.9095,KPK,police recruitment center,Police,High,Closed,recruitment process in progress,Police,None,25.0,30.0,50.0,61,1.0,0 Kg,"1.District Headquarters 
Hospital ",28.82,83.876,,,,4,1,-1
,1 Rajab 1428 A.H,Holiday,Weekend,between 7:00-7:40 AM,Swat ,35.2227,72.4258,KPK,Matta,Mobile,High,Open,police bus going from Kabal to Matta,Police,None,17.0,20.0,40.0,47,1.0,0 Kg,Unknown,27.255,81.059,,,,4,1,-1
,3 Rajab 1428 A.H,Working Day,No Info,8:27:00 AM,Islamabad ,33.718,73.0718,Capital,outside the venue of distric bar convention council Islamabad ,Government,High,Open,Chief Justice Iftikhar muhammad ch had to address overthere,Government official,None,16.0,17.0,50.0,70,1.0,0 Kg,1.Fedral govt services hospital 2.PIMS,28.875,83.975,,,,4,1,-1
,3 Rajab 1428 A.H,Working Day,No Info,1:30:00 PM,North Waziristan,32.9746,70.1456,FATA,"Security check post Miramshah 
North Wazirstan ",Military,High,Open,None,Military,None,0.0,4.0,2.0,3,1.0,0 Kg,1.CMH Bannu hospital,26.945,80.501,,,,2,1,6
,5 Rajab 1428 A.H,Working Day,No Info,8:40:00 AM,Lasbela,25.8377,66.5224,Baluchistan,Industrial town hub baluchistan ,Mobile,High,Open,chinese engineers were going from Karachi to Hub,Foreigner,Christian,28.0,30.0,28.0,50,1.0,0 Kg,Unknown,32.395,90.311,,,,4,-1,-1
,5 Rajab 1428 A.H,Working Day,No Info,7:50:00 AM,Hangu,33.5351,71.0713,KPK,Training Center in Hangu,Police,High,Closed,None,Police,None,6.0,8.0,30.0,35,1.0,0 Kg,Unknown,30.735,87.323,,,,4,1,-1
,5 Rajab 1428 A.H,Working Day,No Info,Unknown,Kohat ,33.5833,71.4333,KPK,Kohat Mosque ,Religious,Medium,Closed,None,Religious,Sunni,15.0,20.0,8.0,58,1.0,0 Kg,CMH kohat,30.275,86.495,,,,2,1,-1
,6 Rajab 1428 A.H,Working Day,No Info,12:30:00 PM/11:00AM,North Waziristan,32.9746,70.1456,FATA,"Security check post Miramshah 
North Wazirstan ",Military,High,Open,None,Military,None,0.0,4.0,5.0,6,1.0,0 Kg,Unknown,28.375,83.075,,,,2,1,-1
,13 Rajab 1428 A.H,Working Day,No Info,5:25 PM,Islamabad ,33.718,73.0718,Capital,near Hotel in Abpara market,Hotel,Medium,Closed,None,Police,None,14.0,15.0,50.0,70,1.0,0 Kg,"1.Federal Government
 services hospital
2.Capital Development 
Authority hospital ",26.39,79.502,,,,4,1,-1
,20 Rajab 1428 A.H.,Working Day,No Info,Night,Swat ,35.2227,72.4258,KPK,District Swat gora village matta,Mobile,Low,Open,None,civilian,None,0.0,2.0,5.0,6,1.0,0 Kg,Unknown,28.01,82.418,,,,2,1,-1
,21 Rajab 1428 A.H,Working Day,No Info,10:30am,Kuram Agency ,32.9746,70.1456,FATA,Parachinar,Transport,Low,Open,None,civilian,Sunni,9.0,23.0,35.0,43,1.0,0 Kg,"1.Agency Headqurters 
Hospital ",25.835,78.503,,,,4,1,-1
,4 SHa`baan 1428 A.H,Working Day,No Info,Unknown,Tank,32.226,70.3761,KPK, Military Convoys in Tank district,Mobile,High,Open,None,Military,None,0.0,15.253138075313808,3.0,5,1.0,0 Kg,Unknown,26.185,79.133,,,,2,1,-1
,6 SHa`baan 1428 A.H,Holiday,Weekend,Unknown,North Waziristan,32.9746,70.1456,FATA,"North Wazirstan Mirali Military
 checkpost ",Military,High,Open,None,Military,None,0.0,2.0,0.0,2,1.0,0 Kg,Unknown,29.01,84.218,,,,2,1,2
,6 SHa`baan 1428 A.H,Holiday,Weekend,Unknown,Bannu,32.9861,70.6042,KPK,Bannu Police Check post ,Police,High,Open,None,Police,None,0.0,1.0,0.0,4,1.0,0 Kg,Unknown,29.965,85.937,,,,2,1,2
,7 SHa`baan 1428 A.H,Working Day,No Info,9:00:00 AM,Hangu,33.5351,71.0713,KPK,"Checkpost on thall-parachinar road/kurram road
 mandori village ",Military,High,Open,None,Military,None,3.0,7.0,14.0,18,1.0,0 Kg,1.Nawagai hospital ,27.195,80.951,,,,2,1,-1
,11 SHa`baan 1428 A.H,Working Day,No Info,Unknown,North Waziristan,32.9746,70.1456,FATA,miranshah Military convoys ,Mobile,High,Open,military convoy,Military,None,6.0,7.0,22.0,37,2.0,0 Kg,1.Bannu Hospital ,28.365,83.057,,,,4,1,-1
,13 SHa`baan 1428 A.H,Holiday,Weekend,Unknown,Shangla ,34.8015,72.757,KPK,Machaar area of Shangla District ,Police,High,Open,None,police,None,0.0,4.0,0.0,2,1.0,0 Kg,Unknown,27.475,81.455,,,,2,1,5
,19 SHa`baan 1428 A.H,Working Day,No Info,10:00:00 AM,Bajaur Agency,34.8718,71.5249,FATA,Truck carrying security personeel was attacked in Mamond area,Mobile,High,Open,truck carrying security personnel,Military,None,3.0,7.0,4.0,9,1.0,0 Kg,"1.Agency Headquarters 
hospital ",28.84,83.912,,,,2,1,-1
,19 SHa`baan 1428 A.H,Working Day,No Info,Unknown,South Waziristan,32.3202,69.8597,FATA,check-post of the troops in the Jandola area of South Waziristan.,Military,High,Closed,None,Military,None,0.0,0.0,0.0,0,1.0,0 Kg,Unknown,29.58,85.244,,,,2,1,7
,22 SHa`baan 1428 A.H,Working Day,No Info,7:15:00 AM,Rawalpindi,33.6058,73.0437,Punjab,1.Qasim Market Defence Ministry Bus,Mobile,High,Open,None,Military,None,18.0,25.0,0.0,0,2.0,0 Kg,"1.District Headquarters Rwp
2.Rwp General Hospital",27.15,80.87,,,,2,1,-1
,22 SHa`baan 1428 A.H,Working Day,No Info,7:15:00 AM,Rawalpindi,33.6058,73.0437,Punjab,Near R.A Bazar behind general Headquarters ,Market,Low,Open,None,Military,None,0.0,7.0,0.0,0,1.0,0 Kg,"1.District Headquarters Rwp
2.Rwp General Hospital",27.15,80.87,,,,2,1,8
,29 SHa`baan 1428 A.H,Working Day,No Info,Unknown,D.I Khan,31.8238,70.9095,KPK,Passanger van at Bannu adda/chungi,Mobile,Low,Open,None,Civilian,None,17.0,19.0,16.0,19,1.0,0 Kg,"DI Khan Headquarter
 hospital ",30.815,87.467,,,,2,1,-1
,1 RamaDHaan 1428 A.H,Working Day,No Info,7:15:00 PM,Haripur,34.0011,72.9372,KPK,army officers mess in Tarbela ghazi,Military,High,Closed, military convoy,Military,None,15.0,20.0,11.0,46,1.0,0 Kg,"1.Wapda Hospital    2.CMH Pindi 
3.CMH Attock ",26.975,80.555,,,,2,1,-1
,10 RamaDHaan 1428 A.H,Working Day,No Info,2:00:00 AM,Tank,32.226,70.3761,KPK,military convoy going from Tank,Mobile,High,Open, ,Military,None,0.0,5.0,3.0,10,1.0,0 Kg,Unknown,24.705,76.469,,,,2,1,-1
,19 RamaDHaan 1428 A.H,Working Day,No Info,8:30:00 AM,bannu,32.9861,70.6042,KPK,checkpost near Dawa bridge/Durani Abshar Chowk,Police,High,Open,None,police,None,0.0,16.0,29.0,32,1.0,0 Kg,"1.District Headquartar 
Hospital ",24.57,76.226,,,,4,1,-1
,6 SHawwal 1428 A.H,Working Day,No Info,12:00 mid night,karachi ,24.9918,66.9911,Sindh,"Benazir Survives midnight 
carnage Karsaz bridge Sharea Faisal",Mobile,High,Open,Rally ppp,Government Official,None,125.0,145.0,100.0,550,2.0,0 Kg,"1.Jinnah Hospital 
2.Liaquat hospital ",28.025,82.445,,,,1,-1,-1
,13 SHawwal 1428 A.H,Working Day,No Info,2:45:00 PM,Swat,35.2227,72.4258,KPK,Mingora Police Line ,Mobile,High,Open,None,Military,None,20.0,38.0,28.0,35,1.0,0 Kg,1.Saidu Shrif hospital ,21.025,69.845,,,,4,1,-1
,18 SHawwal 1428 A.H,Working Day,No Info,11:50:00 AM,Rawalpindi,33.6058,73.0437,Punjab,"Rawalpindi police checkpoint 
security zone",Police,High,Open,None,Military,None,7.0,8.0,18.0,31,1.0,0 Kg,1.CMH 2.Civil hospital,20.905,69.629,,,,2,1,-1
,20 SHawwal 1428 A.H,Working Day,No Info,7:10:00 AM,Sargodha,32.0791,72.6718,Punjab,PAF Bus on faisalabad road-Sargodha ,Mobile,High,Open,PAF Bus,Military,None,8.0,10.0,27.0,40,1.0,10 kg ,"1.PAF Sargodha 
2.CMH Rwp",20.82,69.476,,,,4,1,-1
,28 SHawwal 1428 A.H,Holiday,Iqbal Day,4:15:00 PM,Peshawar,34.0043,71.5448,KPK,"Peshawar  Federal minister 
political amir muqam house",Residence,Low,Closed,Political Affairs meeting,Government Official,None,3.0,4.0,2.0,5,1.0,5 to 6 Kg,1.Hayatabad Medical Complex,19.445,67.001,,,,2,1,-1
,14 Thw al-Qi`dah 1428 A.H,Working Day,No Info,7:40:00 AM,Rawalpindi,33.6058,73.0437,Punjab,Bus carrying ISI officals parked outside Hamza Camp faizabad ,Mobile,High,Open,Hamza camp,Military,None,17.0,38.0,0.0,35,1.0,0 Kg,"1.Military Hospital 
2.Rawalpindi hospital ",15.555,59.999,,,,2,1,-1
,14 Thw al-Qi`dah 1428 A.H,Working Day,No Info,7:50:00 AM,Rawalpindi,33.6058,73.0437,Punjab,GHQ,Military,High,Open,None,Military,None,0.0,1.0,2.0,5,1.0,0 Kg,Unknown,15.555,59.999,,,,2,1,-1
,24 Thw al-Qi`dah 1428 A.H,Working Day,No Info,Unknown,Peshawar,34.0043,71.5448,KPK,Checkpost high-security cantonment area babar road,Military,High,Open,None,Military,None,0.0,1.0,0.0,0,1.0,0 Kg,Unknown,14.73,58.514,,,,2,1,5
,29 Thw al-Qi`dah 1428 A.H,Holiday,Weekend,11:15:00 AM/12:30 PM,Swat,35.2227,72.4258,KPK,Ningolai Security checkpost,Police,High,Open,None,Police,None,10.0,13.0,0.0,2,1.0,10 to 15 kg,Unknown,11.925,53.465,,,,2,1,-1
,30 Thw al-Qi`dah 1428 A.H,Working Day,No Info,7:24:00 AM/7:30AM,Attock ,33.7645,72.3667,Punjab,Truck carrying school children near Fauji gate Pakistan Aeranautical Complex,Mobile,Low,Open,None,Children/Women,None,0.0,0.0,7.0,22,1.0,0 Kg,1.CMH Rwp,12.13,53.834,,,,2,1,-1
,3 Thw al-Hijjah 1428 A.H,Working Day,No Info,4:50:00 PM,Quetta ,30.2095,67.0182,Baluchistan,military Checkpost ,Military,High,Open,None,Military,None,5.0,12.0,22.0,23,2.0,0 Kg,1.CMH hospital ,4.16,39.488,,,,4,1,-1
,5 Thw al-Hijjah 1428 A.H,Working Day,No Info,9:25:00 AM,Nowshehra,34.0322,73.0944,KPK,Noshera security check post,Military,High,Open,None,Military,None,5.0,6.0,11.0,20,1.0,0 Kg,1.CMH Nowshera,9.515,49.127,,,,2,1,-1
,7 Thw al-Hijjah 1428 A.H,Working Day,No Info,12:30:00 PM,Kohat,33.5833,71.4333,KPK,kohat cantt-fountain round about-near army public school,Military,High,Open,recruits returning to barracks after morning exercise,Military,None,0.0,12.0,2.0,5,1.0,more than 5Kg,Combine Military hospital,11.345,52.421,,,,2,1,9
,13 Thw al-Hijjah 1428 A.H,Holiday,Eid-ul-azha,Unknown,Charsadda ,34.1509,71.7359,KPK,Charsadda Jamiya Masjid ,Religious,Medium,Closed,Masjid,Civilian,Sunni,0.0,60.0,0.0,200,1.0,5 to 6 kg,Unknown,15.0,59.0,,,,2,1,5
,13 Thw al-Hijjah 1428 A.H,Holiday,Weekend,6:00:00 PM,Swat,35.2227,72.4258,KPK,military convoy hit in mingora,Mobile,High,Open,None,Military,None,9.0,14.0,0.0,23,1.0,0 Kg,Unknown,12.76,54.968,,,,2,1,-1
,17 Thw al-Hijjah 1428 A.H,Working Day,No Info,5:10:00 PM,Rawalpindi,33.6058,73.0437,Punjab,Rawalpindi Liaquat Bagh Park,Park/Ground,Low,Open,attack on Benazir Bhutto,Government official,None,21.0,30.0,48.0,70,1.0,0 Kg,Rawalpindi General hospital,10.21,50.378,,,,4,1,-1
,28 Thw al-Hijjah 1428 A.H,Working Day,No Info,11:15:00 AM,Swat,35.2227,72.4258,KPK,infront of frontier house kabal,Military,High,Open,Security forces ,Military,None,0.0,15.253138075313808,12.0,13,1.0,0 Kg,Unknown,6.77,44.186,,,,2,1,-1
,1 MuHarram 1429 A.H,Working Day,No Info,11:40:00 AM,Lahore ,31.5451,74.3407,Punjab,Lahore High court ,Government,High,Open,lawyers protest rally was about to start. All of them were present inside the court. Bomber targeted the police officials outside the court,Police,None,24.0,26.0,73.0,80,1.0,15 kg,1.Mayo-Ganga ram hospital ,13.89,57.002,,,,1,1,-1
,6 MuHarram 1429 A.H,Working Day,No Info,10:30:00 AM,Mohmand agency,32.9746,70.1456,FATA,checkpoint of security forces in Khapakh Kando near Ghalanai,Military,High,Open,Frontier Constabulary,Military,None,1.0,1.0,0.0,0,1.0,0 Kg,Ghalani hospital ,5.145,41.261,,,,2,1,-1
,8 MuHarram 1429 A.H,Working Day,No Info,6:00:00 PM/6:55PM,Peshawar,34.0043,71.5448,KPK,Mirza Qasim baig Imambargah Jangi Mohallah-kohati,Religious,Medium,Closed,Imambargah,Religious,shiite,10.0,12.0,0.0,25,1.0,3 kg explosive and 3kg ball bearings,1.Lady Reading hospital ,12.34,54.212,,,,2,1,-1
,23 MuHarram 1429 A.H,Working Day,No Info,4:30:00 PM,North Waziristan,32.9746,70.1456,FATA,Kajhori checkpost north waziristan,Police,High,Open,Checkpost ,Police,None,5.0,7.0,13.0,15,1.0,0 Kg,1.CMH bannu 2.MH Bannu,2.475,36.455,,,,2,1,-1
,26 MuHarram 1429 A.H.,Working Day,No Info,7:24:00 AM/7:25AM/7:30 AM,Rawalpindi,33.6058,73.0437,Punjab,Infront of NLC office near GHQ Rwp,Mobile,High,Open,bus carrying students and officials of army medical college-,Military,None,8.0,10.0,27.0,47,1.0,6-7kg,1.CMH 2.MH 3. DHQ,8.42,47.156,,,,4,1,-1
,27 MuHarram 1429 A.H,Working Day,No Info,NA ,Quetta ,30.2095,67.0182,Baluchistan,Quetta Khilji Conlony,Park/Ground,Low,Open,Khilji colony,Civilian,None,0.0,1.0,0.0,1,1.0,0 Kg,Unknown,-2.37,27.734,,,,2,1,-1
,2 safar 1429 A.H.,Working Day,No Info,NA ,Charsadda ,34.1509,71.7359,KPK,Nakai in charsadda,Residence,Low,Closed,Awami National Party meeting was in progress,Government Official,None,25.0,27.0,35.0,51,1.0,0 Kg,1.Lady Reading Hospital 2. DHQ charsadda,7.935,46.283,,,,4,1,-1
,4 safar 1429 A.H,Working Day,No Info,12:55:00 PM,North Waziristan,32.9746,70.1456,FATA,Aidak village in mirali-near miranshah,Religious,Low,Open,ANP gathring,Government official,None,6.0,10.0,9.0,13,1.0,0 Kg,Unknown,2.245,36.041,,,,2,1,-1
,9 safar 1429 A.H.,Working Day,No Info,Unknown,Swat,35.2227,72.4258,KPK,Mingora-army media center on saidu sharif road,Military,High,Closed,army media center and base near Gul Kadda,Military,None,2.0,3.0,14.0,18,1.0,0 Kg,District headquarters hospital saidu sharif,12.725,54.905,,,,2,1,-1
,9 safar 1429 A.H.,Working Day,No Info,evening,Kuram Agency ,35.2227,72.4258,FATA,PPP election office in Eidgah market of Parachinar bazar,Government,High,Closed,None,Government official,None,38.0,47.0,109.0,110,1.0,0 Kg,Agency headquarter hospital,12.725,54.905,,,,1,-1,-1
,18 safar 1429 A.H,Working Day,No Info,2:45:00 PM,Rawalpindi,33.6058,73.0437,Punjab,Rawalpindi-R.A bazar mall road Sadar-nadira suift center,Mobile,High,Closed,near Surgeon-gernal car on signal,Military,None,0.0,8.0,20.0,30,1.0,4-5kg,1.CMH 2.MH 3.Contonment hospital 4. rwp general hospital 5. DHQ hospital,14.47,58.046,,,,2,1,-1
,22 safar 1429 A.H.,Working Day,No Info,8:00 PM,Swat,32.935,70.6688,KPK,Swat Mingora DSP Funeral,Park/Ground,Low,Open,None,Police,None,38.0,45.0,40.0,100,1.0,0 Kg,1.Saidu Shrif hospital ,19.85,67.73,,,,4,1,-1
,23 safar 1429 A.H.,Working Day,No Info,Unknown,Bajaur Agency,34.8718,71.5249,FATA,Khar-jardar area,Mobile,High,Open,None,Military,None,0.0,2.0,0.0,23,1.0,0 Kg,Unknown,19.375,66.875,,,,2,1,10
,24 safar 1429 A.H.,Holiday,Weekend,11:00:00 AM,Dara Adam Khel,33.6854,71.5131,KPK,Dara adamkhel Jirga ,Park/Ground,Low,Open,peace Jirga ,Anti-Militants,None,40.0,43.0,50.0,60,1.0,0 Kg,1.Lady Reading Hospital 2.Hayatabad medical Complex,19.455,67.019,,,,4,1,-1
,26 safar 1429 A.H,Working Day,No Info,1:05PM,Lahore ,31.5451,74.3407,Punjab,Navy war college mall road lahore,Military,High,Closed,Navy college ,Military,None,4.0,8.0,15.0,24,2.0,0 Kg,1.CMH 2.Service hospital,20.655,69.179,,,,2,1,-1
,3 Raby` al-awal 1429 A.H,Working Day,No Info,9:15 AM to 9:20:00 AM,Lahore ,31.5451,74.3407,Punjab,FIA building Temple road near The Mall-near regal chowk,Government,High,Closed,None,Government Official,None,26.0,31.0,175.0,200,1.0,50kg,1.Ganga Ram Hospita 2.Mayo Hospital ,21.295,70.331,,,,3,-1,-1
,3 Raby` al-awal 1429 A.H,Working Day,No Info,9:20:00 AM,Lahore ,31.5451,74.3407,Punjab,Bungalow no 83/F Model Town-an advertising agency office,Residence,Low,Closed,None,Civilian,None,3.0,6.0,0.0,12,1.0,30kg ,Ganga Ram hospital ,21.295,70.331,,,,2,1,-1
,9 Raby` al-awal 1429 A.H.,Working Day,No Info,Unknown,Swat,35.2227,72.4258,KPK,Mingora police Lines ,Police,High,Closed,None,Police,None,2.0,3.0,5.0,7,1.0,0 Kg,Saidu Sharif hospital,22.5,72.5,,,,2,1,-1
,12 Raby` al-awal 1429 A.H.,Holiday,Eid Milad un-Nabi,3:00 PM,South Waziristan,32.3202,69.8597,FATA,Army Camp at Zari noor-Wana,Military,High,Closed,None,Military,None,0.0,5.0,9.0,11,1.0,0 Kg,Military Hospital ,18.655,65.579,,,,2,1,-1
2008-05-01,25 Raby` al-THaany 1429 A.H,Holiday,Labour Day,Thursday Morning,Khyber Agency,34.0211,71.2874,FATA,Takia-Bar Qambarkhel Mosque,Religious,Medium,Closed,None,Religious,Sunni,0.0,2.0,17.0,30,1.0,0 Kg,Unknown,28.985,84.173,2008.0,5.0,Thursday,2,1,-1
2008-05-06,1 Jumaada al-awal 1429 A.H,Working Day,No Info,8:40:00 AM/9:30:00 AM,Bannu,32.935,70.6688,KPK,Bannu police  check post,Police,High,Open,None,Police,None,3.0,7.0,10.0,15,1.0,0 Kg,1.DHQ 2.CMH,28.62,83.516,2008.0,5.0,Tuesday,2,1,-1
2008-05-09,4 Jumaada al-awal 1429 A.H,Working Day,No Info,Friday Night,Swat,35.2227,72.4258,KPK,Mingora police Station ,Police,High,Closed,None,Police,None,0.0,1.0,3.0,4,1.0,0 Kg,1.district headquarters hospital saidu sharif ,23.985,75.173,2008.0,5.0,Friday,2,1,-1
2008-05-18,13 Jumaada al-awal 1429 A.H.,Holiday,Weekend,8:00:00 PM,Mardan,34.1982,72.0444,KPK,Military run bakery near a punjab regiment center in Mardan cantt,Military,High,Closed,None,Military,None,11.0,13.0,23.0,25,1.0,0 Kg,1.CMH 2.District Headqurtar Hospital ,29.61,85.298,2008.0,5.0,Sunday,4,1,-1
,28 Jumaada al-awal 1429 A.H.,Working Day,No Info,1:00:00 PM/1:05PM,Islamabad,33.718,73.0718,Capital,Islamabad Danish Embassy,Foreign,High,Closed,None,Foreigner,Jews,0.0,8.0,25.0,30,1.0,50kg,1.PIMS 2.Federal Government Service Hospital,26.5,79.7,,,,4,1,-1
,3 Rajab 1429 A.H.,Holiday,Weekend,7:50:00/7:45:00 PM,Islamabad,33.718,73.0718,Capital,Melody market near lal masjid,Market,Low,Open,None,Police,None,15.0,20.0,20.0,47,1.0,5 kg,1.PIMS 2.Poly Clinic 3.Federal Government Service Hospital,26.86,80.348,,,,4,1,-1
,10 Rajab 1429 A.H,Holiday,Weekend,Unknown,D.I Khan,31.8238,70.9095,KPK,Shiite gathering -Near kotli imam Hussain,Religious,Medium,Closed,None,Religious,Shiite,0.0,1.0,3.0,4,1.0,0 Kg,Unknown,31.075,87.935,,,,2,1,-1
